date,gross_ret,cost,net_ret,nav,turnover
2021-01-04,0.0,0.0,0.0,1.0,0.0
2021-01-05,0.0,0.0,0.0,1.0,0.0
2021-01-06,0.0,0.0,0.0,1.0,0.0
2021-01-07,0.0,0.0,0.0,1.0,0.0
2021-01-08,0.0,0.0,0.0,1.0,0.0
2021-01-11,0.0,0.0,0.0,1.0,0.0
2021-01-12,0.0,0.0,0.0,1.0,0.0
2021-01-13,0.0,0.0,0.0,1.0,0.0
2021-01-14,0.0,0.0,0.0,1.0,0.0
2021-01-15,0.0,0.0,0.0,1.0,0.0
2021-01-18,0.0,0.0,0.0,1.0,0.0
2021-01-19,0.0,0.0,0.0,1.0,0.0
2021-01-20,0.0,0.0,0.0,1.0,0.0
2021-01-21,0.0,0.0,0.0,1.0,0.0
2021-01-22,0.0,0.0,0.0,1.0,0.0
2021-01-25,0.0,0.0,0.0,1.0,0.0
2021-01-26,0.0,0.0,0.0,1.0,0.0
2021-01-27,0.0,0.0,0.0,1.0,0.0
2021-01-28,0.0,0.0,0.0,1.0,0.0
2021-01-29,0.0,0.0,0.0,1.0,0.0
2021-02-01,0.0,0.0,0.0,1.0,0.0
2021-02-02,0.0,0.0,0.0,1.0,0.0
2021-02-03,0.0,0.0,0.0,1.0,0.0
2021-02-04,0.0,0.0,0.0,1.0,0.0
2021-02-05,0.0,0.0,0.0,1.0,0.0
2021-02-08,0.0,0.0,0.0,1.0,0.0
2021-02-09,0.0,0.0,0.0,1.0,0.0
2021-02-10,0.0,0.0,0.0,1.0,0.0
2021-02-18,0.0,0.0,0.0,1.0,0.0
2021-02-19,0.0,0.0,0.0,1.0,0.0
2021-02-22,0.0,0.0,0.0,1.0,0.0
2021-02-23,0.0,0.0,0.0,1.0,0.0
2021-02-24,0.0,0.0,0.0,1.0,0.0
2021-02-25,0.0,0.0,0.0,1.0,0.0
2021-02-26,0.0,0.0,0.0,1.0,0.0
2021-03-01,0.0,0.0,0.0,1.0,0.0
2021-03-02,0.0,0.0,0.0,1.0,0.0
2021-03-03,0.0,0.0,0.0,1.0,0.0
2021-03-04,0.0,0.0,0.0,1.0,0.0
2021-03-05,0.0,0.0,0.0,1.0,0.0
2021-03-08,0.0,0.0,0.0,1.0,0.0
2021-03-09,0.0,0.0,0.0,1.0,0.0
2021-03-10,0.0,0.0,0.0,1.0,0.0
2021-03-11,0.0,0.0,0.0,1.0,0.0
2021-03-12,0.0,0.0,0.0,1.0,0.0
2021-03-15,0.0,0.0,0.0,1.0,0.0
2021-03-16,0.0,0.0,0.0,1.0,0.0
2021-03-17,0.0,0.0,0.0,1.0,0.0
2021-03-18,0.0,0.0,0.0,1.0,0.0
2021-03-19,0.0,0.0,0.0,1.0,0.0
2021-03-22,0.0,0.0,0.0,1.0,0.0
2021-03-23,0.0,0.0,0.0,1.0,0.0
2021-03-24,0.0,0.0,0.0,1.0,0.0
2021-03-25,0.0,0.0,0.0,1.0,0.0
2021-03-26,0.0,0.0,0.0,1.0,0.0
2021-03-29,0.0,0.0,0.0,1.0,0.0
2021-03-30,0.0,0.0,0.0,1.0,0.0
2021-03-31,0.0,0.0,0.0,1.0,0.0
2021-04-01,0.0,0.0015,-0.0015,0.9985,0.5
2021-04-02,0.00861375247262275,0.0,0.00861375247262275,1.007100831843914,0.0
2021-04-06,-0.001448559280229959,0.0,-0.001448559280229959,1.0056419865878192,0.0
2021-04-07,0.004816796806367174,0.0,0.004816796806367174,1.0104859596971643,0.0
2021-04-08,0.0009476441526244531,0.0,0.0009476441526244531,1.0114435408081803,0.0
2021-04-09,-0.012834310877836286,0.0,-0.012834310877836286,0.9984623599700687,0.0
2021-04-12,-0.02155524680463232,0.0,-0.02155524680463232,0.9769402573757783,0.0
2021-04-13,-0.010783899699589455,0.0,-0.010783899699589455,0.9664050316277467,0.0
